Unnamed: 0,0,1,2,3,4,5,6,7,8,9
66,Ratmalana House for Sale - HH713-AA,16 Aug  2:30 pm,"Ratmalana, Colombo","140,000,000",BRAND NEW BEAUTIFUL 3 STORIED HOUSE AT RATMALANA,,6,5,"8,000.0 sqft",53.0 perches
67,Brand New 2 Storied House For Sale in || Kottawa,16 Aug  2:27 pm,"Kottawa, Colombo","26,000,000",Brand New Two Storied Luxury Modern House in Kottawa10 Perches with Landscaped garden area.,"Kurulu Uyana, PolKotuwa, Kottawa",4,4,"3,800.0 sqft",10.0 perches
68,2 Storied House For Sale in Baththaramulla,16 Aug  2:23 pm,"Battaramulla, Colombo","30,000,000","Two storied house || Pothuarawa. On 16 Perch Land Malabe Rd, Pothuarawa","Pothuarawa Road, Palawatta.",5,4,"3,500.0 sqft",16.0 perches
69,B / New 2 Storied House For Sale in - Kottawa,16 Aug  2:22 pm,"Kottawa, Colombo","21,000,000","Brand New Two storied house @ Kottawa Road, Vidyala Junction.09 Perches with Landscaped garden area.","Kottawa Road, Vidyala Junction",4,3,"2,500.0 sqft",9.0 perches
70,Single Storied House For Sale in || Bththaramulla,16 Aug  2:19 pm,"Battaramulla, Colombo","12,500,000","Brand New Single Storied House For Sale In Battaramulla Road, Thalahena.07 Perches with Landscaped garden area. ( 1 Year Used )","Battaramulla Road, Thalahena.",3,3,"1,200.0 sqft",7.0 perches
71,House for immediate sale at Mattegoda scheme,16 Aug  2:19 pm,"Kottawa, Colombo","6,000,000","House for sale at Mattegoda scheme (type B) for immediate sale. Expanded living area, two bedrooms and rebuild kitchen. Additional large storage room also attached to the house. Further information call  please call only genuine buyers)",,2,2,"1,200.0 sqft",4.6 perches
72,Brand New Single Storied House For Sale in || Athurugiriya,16 Aug  2:16 pm,"Athurugiriya, Colombo","13,500,000","B / New Single Storied House For Sale In Galwarusawa Road, Athurugiriya.10 Perches Landscaped garden area.","Galwarusawa Rd, Athurugiriya.",3,3,"1,650.0 sqft",10.0 perches
73,Valuable New House in Koralaima,16 Aug  2:16 pm,"Kesbewa, Colombo","5,300,000","3 bedrooms , large  livingroom , dinning room , and kitchen2.5 km   to high way entrance 4 min to colombo - horana road  ( 120 rout )",,3,1,"1,250.0 sqft",10.0 perches
74,Brand New House for Sale - Athurugiriya,10 Aug  4:52 pm,"Athurugiriya, Colombo","9,800,000","අතුරුගිරිය නගරයට අාසන්නව කාමර 3කින් සමන්විත නව නිවස විකිණීමට තිබේ. පර්චස් 6.5ක ඉඩම, වර්ග අඩි 1350 නිවස, ජල විදුලිය සමග සියලු නාගරික පහසුකම් වලින් සමන්විතයිපිරිසිදු ඔප්පු.මිල ගණන් සාකච්චා කරගත හැකිය","Athurugiriya, Korathota",3,3,"1,350.0 sqft",6.5 perches
75,B / New Single Storied House in Malabe,16 Aug  2:15 pm,"Malabe, Colombo","11,000,000","B / New Single storied house @ Thalahena Road, Bathalawatta.6.5 Perches with Landscaped garden area.","Thalahena Rd, Bathalawatta.",3,3,"1,300.0 sqft",6.5 perches
76,Brand New Two Storied House in || Malabe,16 Aug  2:13 pm,"Malabe, Colombo","23,000,000","Brand New 2 Storied House For Sale In Kahanthota Road, Malabe.09 Perches with Landscaped garden area.","Kahanthota Rd, Malabe.",4,4,"2,800.0 sqft",9.0 perches
77,House for Sale in Battaramulla,16 Aug  2:10 pm,"Battaramulla, Colombo","18,000,000",Two storied Two unit house for sale in Battaramulla10.2 perches 2000 sq ft06 bedrooms 02 bathrooms12 feet road150 m to main roadAll documents are clearDon’t miss this opportunityGenuine buyers only,Battaramulla Udayapura,6,2,"2,000.0 sqft",10.2 perches
78,B / New Two Storied House For Sale in || Malabe,16 Aug  2:09 pm,"Malabe, Colombo","21,000,000","B / New 2 Storied House For Sale In Pothuarawa Road, Malabe.07 Perches with Landscaped garden area.","Hokandara Road, Arangala.",4,4,"2,450.0 sqft",7.0 perches
79,House For Sale In Malabe,11 Aug  1:44 pm,"Malabe, Colombo","67,500,000",Including servant & driver beds with attathed baths. Convinient location.No time wasters. Price can be negotiable only after inspection.,,7,7,"5,260.0 sqft",21.0 perches
80,Brand New 2 Stories Luxury House for Sale in Malabe,14 Aug  1:55 am,"Malabe, Colombo","30,000,000",New Morden Brand New 2 story House for Sale in Malabe Athurugiriya Rd,"Malabe, Malabe Town",5,4,"2,600.0 sqft",10.0 perches
81,House for Sale in Battaramulla,15 Aug  9:34 pm,"Battaramulla, Colombo","22,500,000","Brand new 75% completed house with small anex for sale  in Battaramulla Robert Gunawardana Mawatha Batapotha.1800 sq.feet10.5 perchesvery close to Battaramulla Malambe Palawtta town.10 -12 ft wide road ,10m from main road","battaramula ,robert gunawardana mawatha",3,2,"1,800.0 sqft",10.5 perches
82,2 Storied House in Kottawa,16 Aug  2:03 pm,"Kottawa, Colombo","17,000,000","Two Storied House For Sale, Horahena Road, Vilsan Park, Kottawa.Perches ,6.2 Landscaped garden area.","Vilsan Park , Horahena Kottawa",4,3,"2,100.0 sqft",6.2 perches
83,Colombo 5 House for Sale - HH694,16 Aug  2:02 pm,"Colombo 5, Colombo","80,000,000","HOUSE FOR SALE AT POLHENGODA, COLOMBO 5.",,3,2,"4,000.0 sqft",12.0 perches
84,House for Sale - Moratuwa,16 Aug  2:00 pm,"Moratuwa, Colombo","17,000,000",House for sale 5 bedrooms 3 bedrooms sqft 2500 moratuwa campus 20m only price 170 lakh please no brokers,katubadda moratuwa,5,3,"2,500.0 sqft",11.3 perches
85,B / New Two Storied House || Kottawa,16 Aug  1:56 pm,"Kottawa, Colombo","27,000,000","B / New Two Storied House With Terrace Architect Designed,Spacious Modern type House Situated in Kottawa","Rukmalagama Road, Thaldiyawala.",5,4,"5,408.0 sqft",12.8 perches
86,Thalawathugoda House for Sale - HH687,16 Aug  1:55 pm,"Talawatugoda, Colombo","34,000,000","#.BRAND NEW 2 STORIED HOUSE AT C.V.S. COREA MAWATHA, THALAWATHIGODA.",,4,3,"2,800.0 sqft",7.5 perches
87,B / New Two Storied House in Athurugiriya,16 Aug  1:55 pm,"Athurugiriya, Colombo","27,000,000","B / New 2 Storied House With Terrace Architect Designed,Spacious Modern type House Situated in  Athurugiriya","Rukmalagama Road, Thaldiyawala.",5,4,"5,408.0 sqft",12.8 perches
88,House for sale in Udhahamulla Station Road,16 Aug  1:54 pm,"Nugegoda, Colombo","30,000,000","Two storied Two Unit house for sale in Udhahamulla14 perch3000 sq ft6 Bedrooms3 Bathroom4 vehicle parking area600 m to main roadClose to all bank, hospital, super market, schoolsAll documents are clear Don’t miss this opportunityGenuine buyers only",Udhahamulla Station Road,6,4,"3,000.0 sqft",14.0 perches
89,"Two Storied House Facing Wide Road, Koswatta, Battaramulla",16 Aug  1:53 pm,"Battaramulla, Colombo","26,000,000",Architecturally designed two storied spacious house is available for saleSpacious living and dinning areaFour bed rooms with 3 bath roomsModern fitted pantry and wet kitchenTV lobby Servant room and bath roomHot water and A/C,"Pipe Road, Koswatta",4,3,"3,000.0 sqft",7.6 perches
90,Brand New Upstairs House in Malabe,16 Aug  1:53 pm,"Malabe, Colombo","20,500,000","The house situated in Kahantota road, Calm and highly residential area. Good neighborhood. The house is Fully tiled, Finishing roof, Large living area, Dinning area, Kitchen with modern pantry cupboards, Servant toilet, Garage, Inside parking for 2 vehicles, Roller gate, Wicket gate, Garden area, large balcony.BERYL will provide you personalized, trust worthy service at all the time.","Kahantota Road, Malabe",4,3,"2,500.0 sqft",8.5 perches
91,B / New Two Storied House For Sale in || Malabe,16 Aug  1:52 pm,"Malabe, Colombo","30,000,000",Brand New Two Storied House For Sale In Malabe08 Perches with Landscaped garden area.,"Athurugiriya Rd, Malabe",4,4,"2,900.0 sqft",8.0 perches
92,Brand New Single Storied House For Sale in || Malabe,16 Aug  1:48 pm,"Malabe, Colombo","11,800,000","Brand New Single Storied House For Sale In Kahanthota Road, Malabe.8 Perches Landscaped garden area.","Kahanthota Rd, Malabe",3,3,"1,500.0 sqft",8.0 perches
93,Brand New 2 Storied House For Sale in Malabe,16 Aug  1:45 pm,"Malabe, Colombo","20,000,000","B / New Two Storied House For Sale In Thunadahena Road, Malabe.10 Perches with Landscaped garden area.","Kahanthota Rd, Malabe",4,3,"2,500.0 sqft",10.0 perches
94,House Sale in - Moratuwa,16 Aug  1:44 pm,"Moratuwa, Colombo","8,800,000",# මි . 50 මොරටුව මෝදර පාරට # මි. 150 අලුත් ගාලුපාරට # වටෙටම තාප්පය ගසා ඇත # කාමර 3 # කෑම කාමරය # සාලය # පිරුසිදු ඔප්පු # ලක්ෂ 88,"Koralawella , Moratuwa",3,1,"1,100.0 sqft",8.0 perches
95,House for Sale in - Ja-Ela,16 Aug  6:00 pm,"Colombo 7, Colombo","4,800,000","The House Was Bought from Standard Chartered Bank 9 Perches Land, 2 Bedrooms, 1 Attached Bathroom, and 1 Servant Toilet Behind the House Surrounded by Wall,Tap Water, Well Water Available Call for More Details.Note: The house is in Ekala","13/10,Grayline Park Ekala Ja-ela.",2,2,"1,200.0 sqft",9.0 perches
96,House for Sale in - Nugegoda Mirihana Bodhiya Rd, 3 Jul 12:28 pm,"Nugegoda, Colombo","47,500,000",cut and paste below for more pictureshttps://www.dropbox.com/sh/0gdmtt4q8tcyac9/AACPkXQjA-oAdKWJ5ZFcyFM6a?dl=0,,4,3,"4,000.0 sqft",18.5 perches
97,"House for Sale - Pelawattha, Baththaramulla",15 Aug  1:32 pm,"Battaramulla, Colombo","30,000,000","HOUSE FOR SALE, IN AKUREGODA ROAD, PELAWATTHA","Akuregoda, Pelawatta, Baththaramulla",5,3,"3,500.0 sqft",10.0 perches
98,House for Sale Moratuwa,16 Aug  1:32 pm,"Moratuwa, Colombo","3,600,000",මොරටුව කොරලවැල්ල 125 වන ජයන්ති පාරේ පිහිටි පර්චස් 3ක අලුත්ම නිවසක් විකිනීමට. ටයිල් කර ඇත. ස්ලැබ් එක දමා ඇත. වටේට තාප්පය ඇත. මුදල් හදිස්සියකට විකුනමි.,"163/4, 125th Jayanthi Road, Koralawella, Moratuwa",1,1,"1,000.0 sqft",3.0 perches
99,25.5 P 2 Storied Brand New Supper Luxury Architect Design House for Sale,16 Aug  1:30 pm,"Mount Lavinia, Colombo","135,000,000","25 PERCHES 2 STORIED BRAND NEW ARCHITECT DESIGN SUPER LUXURY HOUSE FOR SALE IN MT LAVINIA CLOSE TO GALLE ROAD DISTANCE, SUPER MARKET'S, GOVERNMENT AND INTERNATIONAL SCHOOLS, BANK'S, RESTURANTS, SHOPPING MALLS, MEDICAL CENTER, RELIGIOUS PLACES, HOTEL'S, BEACH, BUS ROUTE, 10 MINUTES DRIVE TO DEHIWALA JUNCTION AND MT- LAVINIA JUCTION, 25 MINUTES DRIVE TO HIGHWAY, MANY ACCESS ROAD WAY TO THE HOUSE",MT- LAVINIA LAND SIDE,5,5,"6,000.0 sqft",25.5 perches
100,House for Sale in Moratuwa,27 Jun  7:33 pm,"Moratuwa, Colombo","29,000,000",Two Stories House for sale in MoratuwaFacing Rahula  Mawatha Commercial & Residential  Area Land size 6 perchesBedrooms 04 ( AC )Bathrooms 04 ( With hot water )02 Pantries & Kitchen02 Roller Gates Fully Security CCTV Systemcan be used as two housePrice Rs 29 millioncontact for more details,Rahula Road - Katubedda - Moratuwa,4,4,"2,500.0 sqft",6.0 perches
101,House for Sale in Dehiwala ( galle road),19 Jul  6:32 pm,"Dehiwala, Colombo","37,500,000","Modern luxury house , 6 perches , 5 bed , 5 bath , 2 car park, 2 story , 2 and floor roof top , 100% teak wood ( doors/windows) wide road , 35ft house front facing , very close to galle road . Prime location",,5,5,"3,200.0 sqft",6.0 perches
102,House for sale in Koswaththa,16 Aug  1:15 pm,"Malabe, Colombo","15,000,000",House for sale in Koswaththa12 perches 1300 sq ft03 bedrooms 01 bathrooms 15 feet road500 m to main roadAll documents are clearDon’t miss this opportunityGenuine buyers only,Koswatta dutugemunu mawatha,3,1,"1,300.0 sqft",12.0 perches
103,House for Sale - Kaduwela,16 Aug  1:39 pm,"Kaduwela, Colombo","6,300,000",කිරිබත්ගොඩ - කඩුවෙල මාර්ගයෙන්(කොට්ටුන්න පාරෙන්)කඩුවෙල දිශාවට සමීපව පිහිටිඅනර්ඝ නිවස විකිණීමට.,Kaduwela,3,1,"1,500.0 sqft",10.0 perches
104,Brand New House for Sale - Piliyandala,24 Jul  6:38 pm,"Piliyandala, Colombo","16,000,000",A Brand New Luxury House for sale. Just 50 Meters To the Bolgoda Lake in a Gated community. Unique Design with 25 Years warranty for the structure and Branded High Quality Material and fittings. ,,5,5,"2,600.0 sqft",10.0 perches
105,Best luxury Houses in Few Minutes Away from Kottawa,16 Aug  1:06 pm,"Homagama, Colombo","15,900,000","Elegant Houses in Kottawa BorderLocated 900 metres from High-level Road on Katuwana Road, Homagama. Uniquely designed houses with a floor area of 2,800 sqft. It has three spacious bedrooms and three bathrooms. Provision for air conditioners and hot water will be providing for all bedrooms and bathrooms. Modern standards fitted pantry with treated mahogany timber. Spacious Living and Dining Area with attached balconies. Lush green ambiances with scenic view. Two parking slots are available.","Katuwana Road, Homagama",3,3,"2,650.0 sqft",4.0 perches
106,House for Sale in Hokandara,16 Aug  1:00 pm,"Athurugiriya, Colombo","9,000,000",House for sale in Hokandara10 perches 1500 sq ft03 bedrooms 02 bathrooms 15 feet road200 m to main roadAll documents are clearDon’t miss this opportunityGenuine buyers only,Hokandara Vanaguru Mawatha,3,2,"1,500.0 sqft",10.0 perches
107,Brand New 2 Stories Luxury House for Sale in Malabe,14 Aug  1:55 am,"Malabe, Colombo","30,000,000",New Morden Brand New 2 story House for Sale in Malabe Athurugiriya Rd,"Malabe, Malabe Town",5,4,"2,600.0 sqft",10.0 perches
108,Brand new 3 stories luxury house for sale in Thalawathugoda,17 Jul  4:16 pm,"Talawatugoda, Colombo","33,500,000",Brandnew 3 stories luxury house for sale in Thalawathugoda/Hokandara.7.8 P with a landscaped garden area.,Thalawathugoda Hokandara.,5,4,"3,800.0 sqft",7.8 perches
109,Newly Build House for Sale in Hibutana,16 Aug 12:48 pm,"Angoda, Colombo","2,600,000",Newly build morden house for sale in hibutana road..20m away from main bus rute (164) build by orange clay brisk & 12feet pvt access road with only three of good neibours.all the equipment are high quality fittings..26..million Electricity & water are two seperate lines in each story with out side stair case.price can be negotiable.approved plan & followed astrology ( waasthu vidya) also.Roller gate with two vehicle can park.two separate servervent rooms with bath room..immediately sale for first comes,,3,3,"1,800.0 sqft",12.5 perches
110,2 Story House for Sale in - Pannipitiya, 8 Aug  4:23 pm,"Pannipitiya, Colombo","28,500,000","854/c rukmale road kottawa pannipitiya 2story house (separate entrance )for sale 11bed room,11bath room (11separate unit),close to pannipitiya dharmapala college ,lover college and pannipitiya  nursing home ,walking distance to the 138bus route 5 minutes /174boralla bus route 4 minutes ,3-4vehicles can be parked                  price 28.5 million (285 lak..)negotiable , ideal for rent resistance /office any commercial or residential work   please call more information",854/c Rukmale Road Kottawa Pannipitiya,10+,10+,"2,750.0 sqft",7.0 perches
111,House for Sale in Athurugiriya Habarakada,17 Jul  3:36 pm,"Athurugiriya, Colombo","11,000,000",New HouseBed rooms - 03Common bathroom 1Large living roomDining roomKitchenGarage Fully Tiled Bathroom fittings totoClose to Athurugiriya3 km to High way Entrance 20 Perch LandBoundary wall with gateClear deedBest residential Areaprice - 110 lakhs (negotiable)Call More Details,68/3 Kamathgodalla Road Habarakada Athurugiriya,3,1,"1,800.0 sqft",20.0 perches
