,0,1,2,3,4,5,6,7
110,Land for Sale - Kottawa,20 Jul 11:57 am,"Kottawa, Colombo","995,000",1km to Kottawa Town 700m to Makubura Bus station (MMC)400m to High level Road,"Kulathunga Mawatha, kottawa","Agricultural, Residential",8.0 perches
111,Land for Sale Kottawa - Homagama Road., 8 Jul  1:13 pm,"Kottawa, Colombo","1,000,000","kottawa - homagama 128 road.Facing to 128 kottawa - homagama road, nugagahalanda place, 6 lane500 meters to homagama hospital.Two mints to high-level road.Two mints to kottawa highway entrance.can use commercial or residential.*Electricity *water*clear deeds*Bank loan & Easy payment available","nugagahalanda place, kottawa.",Residential,16.6 perches
112,Land for Sale - Kottawa,27 Jun  7:12 am,"Kottawa, Colombo","475,000",Clear DeedBank Loans can be arranged4 km to Kottawa & Piliyandala20 ft roadFacing Paddy,"Kudamaduwa road, Kottawa",Residential,6.0 perches
113,113 P Commercial Land Sale Kottawa,17 Jun  9:56 am,"Kottawa, Colombo","1,500,000",Rs 1500000.00 LAKHSPER PERCHNegotiable,FACING GALAWILA WATHA ROAD KOTTAWA,"Commercial, Residential",113.0 perches
114,12 Perched Land for Sale in - Mattegoda,16 Jun  8:15 am,"Kottawa, Colombo","600,000","Great residential land of 12 perches for sale. Highly residential area with breathtaking views of a paddy field. Located in Araliya Uyana, Mattegoda.",Residential,12.0 perches,
115,Land for Sale Kottawa,15 Jun 12:40 pm,"Kottawa, Colombo","600,000","6.20 perchesApproved plan Clear Deed.500 Meters for 138 Rukmalgama/Athurugiriya - pettah bus route1km for Rukmalgama bus stand2km for kottawaSchool Road, RukmalgamaTemples road, Rukmalgama, Kottawa",Rukmalgama_Kottawa,Residential,6.2 perches
116,Land for Sale Mahalwarawa - IDL0555,11 Jul  9:52 pm,"Kottawa, Colombo","1,250,000",20 perch land and this land located in Mahalwarawa. 300 meters away from Mahalwarawa Road.,Residential,20.0 perches,
117,Land | plot 21 for sale Rukmale Kottawa,12 Jul 11:00 am,"Kottawa, Colombo","3,500,000","2.km to Rukmale Junction.1.7km to Athurugiriya Highway interchange.4.5km to  Kottawa Junction.• Pipe-borne Water• Drain System• Three Phase ElectricityPay Rs.100,000/- and reserve a block.Pay the full amount within 7 days and get a special discount.",Rukmale,Residential,6.55 perches
118,Land for Sale in Kottawa,16 Jun  9:13 am,"Kottawa, Colombo","950,000",8.5 perches land for sale in between Kottawa and Homagama(100m to Galawila Road),"Commercial, Residential",8.5 perches,
119,Land in Kottawa,14 Jun  6:15 am,"Kottawa, Colombo","1,200,000",Ideal investment opportunity in a fast developing Kottawa Mega city,Army Camp Mattegoda,Residential,13.0 perches
120,Land for Sale in Kottawa,22 Jun  3:47 pm,"Kottawa, Colombo","675,000",Land For Sale in Kottawa,Kottawa,"Commercial, Residential",9.0 perches
121,Land for Sale in - Kottawa Rukmalgama,14 Jun  3:03 pm,"Kottawa, Colombo","590,000","සුන්දර වෙල් යායකට මුහුනලා ඇති පර්චස් 8ක බිම් කැබැල්ල රුක්මල්ගම නිවාස සංකීර්ණය තුල විකිනීමට. තෙකලා විදුලිය, නල ජලය,දුරකතන ආදී සියලු පහසුකම් වලින් සමන්විතයි. පිරිසිදු ඔප්පු. බැංකු නය සකස් කර දියහැක. පර්චසයක් රු. 590,000/-.8 Perches land facing paddy field for sale in Rukmalama Housing Scheme. Three face electricity, pipe water and well water, SLT telephone line with all facilities. Clear title. Bank loans can be arranged. Perch price Rs.590,000/-",Residential,8.0 perches,
122,Land for Sale | Makubura Kottawa,13 Jun  1:28 pm,"Kottawa, Colombo","480,000",AND FOR SALE. IN Makubura kottawa,"Hiripitiya , Wakubura","Residential, Other",40.0 perches
123,Land For Sale - Kottawa (Rukmalgama),13 Jun  4:44 pm,"Kottawa, Colombo","550,000","Luxurious I Serene I Peaceful - Kottawa City Within 3 MinutesKottawa & Athurugiriya Highway Entrances I New Central Bus Stand Within 5 MinutesSupermarkets I Major Hospitals Including Sri Jayawadhanapura and Homagama Base Hospital Within Easy ReachWalking/Jogging Pathසුන්දර නිසංසල පරිසරයක් - සුඛෝපබෝගී ජීවිතයක් සීමිත බිම් කොටස් ප්රමාණයක් - කොට්ටාව පුරවරයෙන් අනර්ගතම පාරිසරික පද්ධතියක් ඔබට අවශ්ය සියළුම පහසුකම් සපිරි නගරයක් - පසුව පසුතැවිලි නොවන්න, අදම වෙන්කරවාගන්න",Kottawa,"Commercial, Residential",6.0 perches
124,Land for Sale in - Kottawa,15 Jun  2:14 pm,"Kottawa, Colombo","950,000",2kms to Kottawa3kms to the HighwayNegotiable-Located at the 336 bus route Malabe20m to the main roadElectricity and water is provided5 buildings from the main road Alongside a watercourse,"Commercial, Residential",7.0 perches,
125,Land for Sale at - Kottawa,11 Jun  9:49 pm,"Kottawa, Colombo","725,000","18.7 Perch Land for Sale at Kottawa Kulasevana20'0"" Road800m to Kottawa Town",Kottawa Town Kulasevana,Residential,18.7 perches
126,Land for Sale Kottawa - Homagama Road., 8 Jul  1:13 pm,"Kottawa, Colombo","1,000,000","kottawa - homagama 128 road.Facing to 128 kottawa - homagama road, nugagahalanda place, 6 lane500 meters to homagama hospital.Two mints to high-level road.Two mints to kottawa highway entrance.can use commercial or residential.*Electricity *water*clear deeds*Bank loan & Easy payment available","nugagahalanda place, kottawa.",Residential,16.6 perches
